Jenis Handphone,Harga,Storage,Ukuran_Layar_(inchi),Kamera_Utama_(mp),Kapasitas_Baterai_(mah),Kamera_Depan_(mp),Kondisi,Tipe,Merek
google pixel 4a,7900000,128,5.81,12,3140,8,Like new,android,google
lg g7+,5750000,128,6.1,16,3000,8,Like new,android,lg
lg velvet,6900000,128,6.8,48,4300,16,Well used,android,lg
lg velvet,6000000,128,6.8,48,4300,16,Lightly used,android,lg
OPPO A12,2100000,32,6.22,13,4230,5,Like new,android,oppo
OPPO A15,875000,64,6.52,13,4230,5,Well used,android,oppo
OPPO A16,1150000,32,6.52,13,5000,8,Lightly used,android,oppo
OPPO A16,1000000,32,6.52,13,5000,8,Lightly used,android,oppo
OPPO A16,1600000,32,6.52,13,5000,8,Like new,android,oppo
OPPO A16,2200000,32,6.52,13,5000,8,Lightly used,android,oppo
OPPO A16,1300000,32,6.52,13,5000,8,Like new,android,oppo
OPPO a16,1400000,32,6.52,13,5000,8,Like new,android,oppo
OPPO A16,1200000,64,6.52,13,5000,8,Well used,android,oppo
OPPO A17,600000,64,6.22,13,5000,8,Heavily used,android,oppo
OPPO A17,800000,64,6.22,13,5000,8,Like new,android,oppo
OPPO A17,2000000,64,6.22,13,5000,8,Well used,android,oppo
OPPO A17,1500000,64,6.22,13,5000,8,Lightly used,android,oppo
OPPO A17,1000000,64,6.22,13,5000,8,Well used,android,oppo
OPPO A17,1200000,64,6.22,13,5000,8,Heavily used,android,oppo
oppo a31,19000000,128,6.5,12,4230,8,Like new,android,oppo
OPPO A39,700000,32,5.2,13,2900,5,Well used,android,oppo
OPPO A3s,1000000,64,6.2,13,4230,8,Lightly used,android,oppo
oppo a5,1650000,64,6.2,13,4230,8,Well used,android,oppo
oppo a5,6100000,128,6.2,13,4230,8,Like new,android,oppo
OPPO a55,800000,64,6.51,13,5000,8,Well used,android,oppo
OPPO A57,1900000,32,5.2,13,2900,16,Like new,android,oppo
OPPO A57,2300000,32,5.2,13,2900,16,Well used,android,oppo
OPPO A57,1100000,32,5.2,13,2900,16,Well used,android,oppo
OPPO A57,1400000,64,5.2,13,2900,16,Like new,android,oppo
OPPO A57,650000,64,5.2,13,2900,16,Well used,android,oppo
OPPO A57,700000,64,5.2,13,2900,16,Well used,android,oppo
OPPO a57,2550000,64,5.2,13,2900,16,Like new,android,oppo
OPPO A57,1890000,64,5.2,13,2900,16,Well used,android,oppo
OPPO A57,800000,64,5.2,13,2900,16,Well used,android,oppo
OPPO a57,500000,64,5.2,13,2900,16,Heavily used,android,oppo
OPPO A57,1200000,64,5.2,13,2900,16,Like new,android,oppo
oppo a57,3200000,128,5.2,13,2900,16,Well used,android,oppo
oppo a57,4200000,128,5.2,13,2900,16,Lightly used,android,oppo
OPPO A7,900000,64,6.2,13,4230,16,Lightly used,android,oppo
OPPO A7,600000,64,6.2,13,4230,16,Well used,android,oppo
oppo a7,1000000,128,6.2,13,4230,16,Well used,android,oppo
oppo a77s,7721000,128,6.56,13,3075,16,Like new,android,oppo
oppo a77s,2300000,128,6.56,13,3075,16,Well used,android,oppo
OPPO A83,1300000,32,5.7,13,3180,8,Lightly used,android,oppo
OPPO a83,1350000,32,5.7,13,3180,8,Well used,android,oppo
oppo a92,1550000,128,6.5,48,5000,16,Lightly used,android,oppo
oppo a95,7500000,128,6.43,64,4310,44,Like new,android,oppo
oppo a95,13700000,128,6.43,64,4310,44,Like new,android,oppo
oppo a95,2000000,128,6.43,64,4310,44,Well used,android,oppo
oppo a95,7800000,128,6.43,64,4310,44,Like new,android,oppo
oppo f1,3000000,128,5,13,2500,8,Like new,android,oppo
OPPO F11,900000,64,6.5,48,4020,16,Lightly used,android,oppo
oppo f11,18699000,128,6.53,48,4020,16,Like new,android,oppo
OPPO F1s,1900000,32,5.5,13,3075,16,Like new,android,oppo
OPPO F1s,900000,32,5.5,13,3075,16,Like new,android,oppo
OPPO F1s,1800000,32,5.5,13,3075,16,Like new,android,oppo
OPPO f1s,750000,64,5.5,13,3075,16,Heavily used,android,oppo
OPPO F1s,1700000,64,5.5,13,3075,16,Well used,android,oppo
OPPO f1s,1550000,64,5.5,13,3075,16,Like new,android,oppo
OPPO f1s,1250000,64,5.5,13,3075,16,Well used,android,oppo
oppo f5,930000,32,6,16,3200,20,Well used,android,oppo
oppo f5,1500000,64,6,16,3200,20,Like new,android,oppo
oppo f5,975000,64,6,16,3200,20,Lightly used,android,oppo
oppo f7,1050000,64,6.23,16,3400,25,Like new,android,oppo
oppo f9,900000,64,6.3,16,3500,25,Lightly used,android,oppo
oppo f9,525000,64,6.3,16,3500,25,Well used,android,oppo
oppo f9,800000,64,6.3,16,3500,25,Lightly used,android,oppo
oppo f9,2200000,64,6.3,16,3500,25,Like new,android,oppo
oppo f9,750000,64,6.3,16,3500,25,Lightly used,android,oppo
oppo f9,8000000,128,6.3,16,3500,25,Lightly used,android,oppo
OPPO Poco M3,1600000,64,6.53,48,6000,8,Lightly used,android,oppo
OPPO Poco m3,700000,64,6.53,48,6000,8,Like new,android,oppo
OPPO POCO M5,1150000,64,6.58,48,5000,8,Like new,android,oppo
OPPO POCO M5,750000,64,6.58,48,5000,8,Like new,android,oppo
OPPO Poco x3,700000,64,6.67,64,6000,20,Heavily used,android,oppo
OPPO Poco X3,1500000,64,6.67,64,6000,20,Like new,android,oppo
oppo reno 4,2500000,128,6.4,48,4015,32,Like new,android,oppo
oppo reno 5,6000000,128,6.43,64,4300,32,Like new,android,oppo
oppo reno 5,3800000,128,6.43,64,4300,32,Well used,android,oppo
oppo reno 8,17500000,128,6.43,64,4500,32,Lightly used,android,oppo
OPPO Y12,550000,32,6.22,13,5000,8,Well used,android,oppo
samsung galaxy a02,850000,32,6.5,13,5000,5,Heavily used,android,samsung
samsung galaxy a02,500000,32,6.5,13,5000,5,Used,android,samsung
samsung galaxy a03,2600000,32,6.5,13,5000,5,Like new,android,samsung
samsung galaxy a03,1500000,32,6.5,13,5000,5,Used,android,samsung
samsung galaxy a03,1300000,64,6.5,13,5000,5,Like new,android,samsung
samsung galaxy a03,2800000,64,6.5,13,5000,5,Well used,android,samsung
samsung galaxy a03,800000,64,6.5,13,5000,5,Like new,android,samsung
samsung galaxy a03,1400000,64,6.5,13,5000,5,Well used,android,samsung
samsung galaxy a03,900000,64,6.5,13,5000,5,Well used,android,samsung
samsung galaxy a03,1900000,64,6.5,13,5000,5,Lightly used,android,samsung
samsung galaxy a03,1500000,64,6.5,13,5000,5,Heavily used,android,samsung
samsung galaxy a03s,850000,32,6.5,13,5000,5,Well used,android,samsung
samsung galaxy a03s,685000,64,6.5,13,5000,5,Well used,android,samsung
samsung galaxy a03s,1000000,64,6.5,13,5000,5,Like new,android,samsung
samsung galaxy a03s,1450000,64,6.5,13,5000,5,Like new,android,samsung
samsung galaxy a03s,1750000,64,6.5,13,5000,5,Like new,android,samsung
samsung galaxy a03s,850000,64,6.5,13,5000,5,Like new,android,samsung
samsung galaxy a04,3650000,32,6.5,13,3000,5,Lightly used,android,samsung
samsung galaxy a04,900000,64,6.5,13,3000,5,Like new,android,samsung
samsung galaxy a04,550000,64,6.5,13,3000,5,Well used,android,samsung
samsung galaxy a04,1550000,64,6.5,13,3000,5,Well used,android,samsung
samsung galaxy a04,2400000,64,6.5,13,3000,5,Like new,android,samsung
samsung galaxy a04,950000,64,6.5,13,3000,5,Lightly used,android,samsung
samsung galaxy a04,900000,64,6.5,13,3000,5,Well used,android,samsung
samsung galaxy a04,700000,64,6.5,13,3000,5,Lightly used,android,samsung
samsung galaxy a04,1350000,64,6.5,13,3000,5,Used,android,samsung
samsung galaxy a04e,2700000,32,6.5,13,3000,5,Like new,android,samsung
samsung galaxy a04e,630000,32,6.5,13,3000,5,Well used,android,samsung
samsung galaxy a04e,1500000,32,6.5,13,3000,5,Like new,android,samsung
samsung galaxy a04e,1380000,32,6.5,13,3000,5,Well used,android,samsung
samsung galaxy a04e,1800000,32,6.5,13,3000,5,Well used,android,samsung
samsung galaxy a04e,550000,32,6.5,13,3000,5,Well used,android,samsung
samsung galaxy a04e,600000,64,6.5,13,3000,5,Well used,android,samsung
samsung galaxy a04s,1500000,64,6.5,13,5000,5,Lightly used,android,samsung
samsung galaxy a04s,1200000,64,6.5,13,5000,5,Like new,android,samsung
samsung galaxy a04s,1150000,64,6.5,13,5000,5,Well used,android,samsung
samsung galaxy a04s,1800000,64,6.5,13,5000,5,Like new,android,samsung
samsung galaxy a11,900000,32,6.4,13,4000,8,Like new,android,samsung
samsung galaxy a11,4099000,64,6.4,13,4000,8,New,android,samsung
samsung galaxy a12,6600000,128,6.5,48,5000,8,Like new,android,samsung
samsung galaxy a12,1500000,128,6.5,48,5000,8,Like new,android,samsung
samsung galaxy a12,2000000,128,6.5,48,5000,8,Well used,android,samsung
samsung galaxy a13,1400000,32,6.6,48,5000,8,Well used,android,samsung
samsung galaxy a13,800000,64,6.6,48,5000,8,Like new,android,samsung
samsung galaxy a13,2300000,128,6.6,48,5000,8,Heavily used,android,samsung
samsung galaxy a13,5500000,128,6.6,48,5000,8,Like new,android,samsung
samsung galaxy a13,4500000,128,6.6,48,5000,8,Well used,android,samsung
samsung galaxy a13,6400000,128,6.6,48,5000,8,Like new,android,samsung
samsung galaxy a13,1750000,128,6.6,48,5000,8,Well used,android,samsung
samsung galaxy a13,2300000,128,6.6,48,5000,8,Lightly used,android,samsung
samsung galaxy a13,7800000,128,6.6,48,5000,8,Lightly used,android,samsung
samsung galaxy a14,3500000,128,6.6,50,5000,13,Like new,android,samsung
samsung galaxy a14,3300000,128,6.6,50,5000,13,Well used,android,samsung
samsung galaxy a14,2500000,128,6.6,50,5000,13,Well used,android,samsung
samsung galaxy a14,12250000,128,6.6,50,5000,13,Lightly used,android,samsung
samsung galaxy a14,1850000,128,6.6,50,5000,13,Heavily used,android,samsung
samsung galaxy a14,2600000,128,6.6,50,5000,13,Lightly used,android,samsung
samsung galaxy a14,2100000,128,6.6,50,5000,13,Like new,android,samsung
samsung galaxy a14,1200000,128,6.6,50,5000,13,Well used,android,samsung
samsung galaxy a14,6100000,128,6.6,50,5000,13,Like new,android,samsung
samsung galaxy a14,10500000,128,6.6,50,5000,13,Like new,android,samsung
samsung galaxy a14,2400000,128,6.6,50,5000,13,Lightly used,android,samsung
samsung galaxy a14,10000000,128,6.6,50,5000,13,Like new,android,samsung
samsung galaxy a14,11500000,128,6.6,50,5000,13,Like new,android,samsung
samsung galaxy a20 ,750000,32,6.4,13,4000,8,Like new,android,samsung
samsung galaxy a20 ,500000,32,6.4,13,4000,8,Well used,android,samsung
samsung galaxy a20 ,1150000,32,6.4,13,4000,8,Lightly used,android,samsung
samsung galaxy a20s,1600000,32,6.5,13,4000,8,Like new,android,samsung
samsung galaxy a20s,1450000,32,6.5,13,4000,8,Well used,android,samsung
samsung galaxy a21,6400000,128,6.5,16,4000,13,Like new,android,samsung
samsung galaxy a21,20000000,128,6.5,16,4000,13,Like new,android,samsung
samsung galaxy a21s,1200000,64,6.5,48,5000,13,Well used,android,samsung
samsung galaxy a21s,1200000,64,6.5,48,5000,13,Well used,android,samsung
samsung galaxy a22,1700000,128,6.4,48,5000,13,Lightly used,android,samsung
samsung galaxy a22,9800000,128,6.4,48,5000,13,Lightly used,android,samsung
samsung galaxy a23,7750000,128,6.6,50,5000,8,Like new,android,samsung
samsung galaxy a23,2950000,128,6.6,50,5000,8,Well used,android,samsung
samsung galaxy a23,2600000,128,6.6,50,5000,8,Lightly used,android,samsung
samsung galaxy a23,2400000,128,6.6,50,5000,8,Like new,android,samsung
samsung galaxy a23,9700000,128,6.6,50,5000,8,Well used,android,samsung
samsung galaxy a23,4200000,128,6.6,50,5000,8,Like new,android,samsung
samsung galaxy a23,1300000,128,6.6,50,5000,8,Like new,android,samsung
samsung galaxy a23,9500000,128,6.6,50,5000,8,Lightly used,android,samsung
samsung galaxy a23,2200000,128,6.6,50,5000,8,Like new,android,samsung
samsung galaxy a23,4800000,128,6.6,50,5000,8,Well used,android,samsung
samsung galaxy a24,9700000,128,6.5,50,5000,13,Like new,android,samsung
samsung galaxy a24,3600000,128,6.5,50,5000,13,Like new,android,samsung
samsung galaxy a30,1300000,64,6.4,16,4000,16,Like new,android,samsung
samsung galaxy a30,800000,64,6.4,16,4000,16,Lightly used,android,samsung
samsung galaxy a30,1800000,64,6.4,16,4000,16,Like new,android,samsung
samsung galaxy a30,600000,64,6.4,16,4000,16,Like new,android,samsung
samsung galaxy a30,1200000,64,6.4,16,4000,16,Like new,android,samsung
samsung galaxy a30s,1500000,64,6.4,25,4000,16,Lightly used,android,samsung
samsung galaxy a30s,2900000,64,6.4,25,4000,16,Lightly used,android,samsung
samsung galaxy a30s,1300000,64,6.4,25,4000,16,Lightly used,android,samsung
samsung galaxy a30s,1450000,64,6.4,25,4000,16,Well used,android,samsung
samsung galaxy a31,3500000,128,6.4,48,5000,20,Like new,android,samsung
samsung galaxy a32,2950000,128,6.4,64,5000,20,Well used,android,samsung
samsung galaxy a32,2000000,128,6.4,64,5000,20,Like new,android,samsung
samsung galaxy a32,3199000,128,6.4,64,5000,20,Lightly used,android,samsung
samsung galaxy a32,13000000,128,6.4,64,5000,20,Lightly used,android,samsung
samsung galaxy a32,7000000,128,6.4,64,5000,20,Like new,android,samsung
samsung galaxy a32,6700000,128,6.4,64,5000,20,Like new,android,samsung
samsung galaxy a32,20500000,128,6.4,64,5000,20,Like new,android,samsung
samsung galaxy a32,7000000,128,6.4,64,5000,20,Heavily used,android,samsung
samsung galaxy a32,4650000,128,6.4,64,5000,20,Lightly used,android,samsung
samsung galaxy a33,8500000,256,6.4,48,5000,13,Like new,android,samsung
samsung galaxy a33,4500000,128,6.4,48,5000,13,Like new,android,samsung
samsung galaxy a33,3200000,256,6.4,48,5000,13,Like new,android,samsung
samsung galaxy a33,1390000,128,6.4,48,5000,13,Like new,android,samsung
samsung galaxy a33,4350000,128,6.4,48,5000,13,Like new,android,samsung
samsung galaxy a33,3000000,128,6.4,48,5000,13,Heavily used,android,samsung
samsung galaxy a34,7500000,128,6.6,48,5000,13,Well used,android,samsung
samsung galaxy a34,3000000,256,6.6,48,5000,13,Lightly used,android,samsung
samsung galaxy a34,10000000,128,6.6,48,5000,13,Well used,android,samsung
samsung galaxy a34,13800000,128,6.6,48,5000,13,Like new,android,samsung
samsung galaxy a34,2050000,256,6.6,48,5000,13,Like new,android,samsung
samsung galaxy a34,1900000,128,6.6,48,5000,13,Well used,android,samsung
samsung galaxy a34,2050000,256,6.6,48,5000,13,Lightly used,android,samsung
samsung galaxy a5,1550000,32,5,13,2300,5,Well used,android,samsung
samsung galaxy a5,1180000,64,5,13,2300,5,Lightly used,android,samsung
samsung galaxy a50,1499000,64,6.4,25,4000,25,Like new,android,samsung
samsung galaxy a50,500000,64,6.4,25,4000,25,Heavily used,android,samsung
samsung galaxy a50,850000,64,6.4,25,4000,25,Lightly used,android,samsung
samsung galaxy a50,1100000,64,6.4,25,4000,25,Like new,android,samsung
samsung galaxy a50,7900000,128,6.4,25,4000,25,Lightly used,android,samsung
samsung galaxy a50,2000000,128,6.4,25,4000,25,Like new,android,samsung
samsung galaxy a50,4600000,128,6.4,25,4000,25,Like new,android,samsung
samsung galaxy a50,4200000,128,6.4,25,4000,25,Well used,android,samsung
samsung galaxy a50s,1000000,32,6.4,48,4000,32,Lightly used,android,samsung
samsung galaxy a50s,500000,64,6.4,48,4000,32,Lightly used,android,samsung
samsung galaxy a51,2500000,128,6.5,48,4000,32,Like new,android,samsung
samsung galaxy a51,3000000,128,6.5,48,4000,32,Like new,android,samsung
samsung galaxy a51,6800000,128,6.5,48,4000,32,Like new,android,samsung
samsung galaxy a51,13800000,128,6.5,48,4000,32,Like new,android,samsung
samsung galaxy a51,7350000,128,6.5,48,4000,32,Well used,android,samsung
samsung galaxy a51,12950000,128,6.5,48,4000,32,Like new,android,samsung
samsung galaxy a51,1650000,128,6.5,48,4000,32,Heavily used,android,samsung
samsung galaxy a52,8900000,128,6.5,64,4500,32,Lightly used,android,samsung
samsung galaxy a52,9000000,128,6.5,64,4500,32,Well used,android,samsung
samsung galaxy a52,7300000,128,6.5,64,4500,32,Well used,android,samsung
samsung galaxy a52,2950000,256,6.5,64,4500,32,Like new,android,samsung
samsung galaxy a52,2500000,256,6.5,64,4500,32,Lightly used,android,samsung
samsung galaxy a52,4000000,128,6.5,64,4500,32,Well used,android,samsung
samsung galaxy a52,7600000,128,6.5,64,4500,32,Well used,android,samsung
samsung galaxy a53,1250000,128,6.5,64,5000,32,Heavily used,android,samsung
samsung galaxy a53,6500000,128,6.5,64,5000,32,Like new,android,samsung
samsung galaxy a53,1500000,256,6.5,64,5000,32,Well used,android,samsung
samsung galaxy a53,2700000,128,6.5,64,5000,32,Like new,android,samsung
samsung galaxy a53,1800000,256,6.5,64,5000,32,Like new,android,samsung
samsung galaxy a53,2090000,256,6.5,64,5000,32,Lightly used,android,samsung
samsung galaxy a53,4000000,256,6.5,64,5000,32,Like new,android,samsung
samsung galaxy a53,3500000,256,6.5,64,5000,32,Lightly used,android,samsung
samsung galaxy a53,2100000,256,6.5,64,5000,32,Heavily used,android,samsung
samsung galaxy a53,3000000,256,6.5,64,5000,32,Well used,android,samsung
samsung galaxy a53,4800000,128,6.5,64,5000,32,Like new,android,samsung
samsung galaxy a53,6250000,256,6.5,64,5000,32,Well used,android,samsung
samsung galaxy a54,4800000,256,6.5,50,5000,32,Heavily used,android,samsung
samsung galaxy a54,4650000,256,6.5,50,5000,32,Well used,android,samsung
samsung galaxy a54,6500000,128,6.5,50,5000,32,Like new,android,samsung
samsung galaxy a54,9000000,128,6.5,50,5000,32,Heavily used,android,samsung
samsung galaxy a54,2800000,256,6.5,50,5000,32,Heavily used,android,samsung
samsung galaxy a54,6700000,256,6.5,50,5000,32,Like new,android,samsung
samsung galaxy a54,3900000,128,6.5,50,5000,32,Like new,android,samsung
samsung galaxy a54,1900000,128,6.5,50,5000,32,Like new,android,samsung
samsung galaxy a54,4500000,256,6.5,50,5000,32,Like new,android,samsung
samsung galaxy a54,1300000,128,6.5,50,5000,32,Lightly used,android,samsung
samsung galaxy a54,13500000,128,6.5,50,5000,32,Like new,android,samsung
samsung galaxy a54,17500000,256,6.5,50,5000,32,Lightly used,android,samsung
samsung galaxy a54,2500000,256,6.5,50,5000,32,Well used,android,samsung
samsung galaxy a54,12000000,256,6.5,50,5000,32,Lightly used,android,samsung
samsung galaxy a6,750000,32,5.6,16,3000,16,Well used,android,samsung
samsung galaxy a6,500000,32,5.6,16,3000,16,Lightly used,android,samsung
samsung galaxy a6+,500000,32,6,16,3500,24,Lightly used,android,samsung
samsung galaxy a6+,1100000,32,6,16,3500,24,Like new,android,samsung
samsung galaxy a6+,600000,64,6,16,3500,24,Well used,android,samsung
samsung galaxy a7,1599000,32,6,24,3300,24,Like new,android,samsung
samsung galaxy a7,750000,32,6,24,3300,24,Lightly used,android,samsung
samsung galaxy a7,1250000,64,6,24,3300,24,Lightly used,android,samsung
samsung galaxy a7,4100000,256,6,24,3300,24,Lightly used,android,samsung
samsung galaxy a7,2000000,128,6,24,3300,24,Like new,android,samsung
samsung galaxy a7,2800000,128,6,24,3300,24,Like new,android,samsung
samsung galaxy a7,4650000,128,6,24,3300,24,Like new,android,samsung
samsung galaxy a7,3800000,128,6,24,3300,24,Well used,android,samsung
samsung galaxy a7,5600000,128,6,24,3300,24,Well used,android,samsung
samsung galaxy a7,7650000,256,6,24,3300,24,Like new,android,samsung
samsung galaxy a7,2799000,256,6,24,3300,24,Well used,android,samsung
samsung galaxy a7,4750000,256,6,24,3300,24,Well used,android,samsung
samsung galaxy a7,2300000,256,6,24,3300,24,Like new,android,samsung
samsung galaxy a7,3100000,128,6,24,3300,24,Well used,android,samsung
samsung galaxy a7,14000000,128,6,24,3300,24,Lightly used,android,samsung
samsung galaxy a7,9000000,256,6,24,3300,24,Like new,android,samsung
samsung galaxy a7,2350000,256,6,24,3300,24,Like new,android,samsung
samsung galaxy a7,16500000,256,6,24,3300,24,Well used,android,samsung
samsung galaxy a70,3500000,128,6.7,32,4500,32,Heavily used,android,samsung
samsung galaxy a70,9250000,128,6.7,32,4500,32,Like new,android,samsung
samsung galaxy a8,475000,32,5.7,16,3000,16,Heavily used,android,samsung
samsung galaxy a80,1600000,128,6.7,48,3700,48,Lightly used,android,samsung
samsung galaxy a80,1800000,128,6.7,48,3700,48,Well used,android,samsung
samsung galaxy a80,13950000,128,6.7,48,3700,48,Like new,android,samsung
samsung galaxy a80,5500000,256,6.7,48,3700,48,Lightly used,android,samsung
samsung galaxy a9,1500000,128,6.3,24,3800,24,Like new,android,samsung
samsung galaxy j4,500000,32,5.5,13,3000,5,Well used,android,samsung
samsung galaxy j6+,1200000,32,6,13,3300,8,Like new,android,samsung
samsung galaxy j6+,650000,64,6,13,3300,8,Well used,android,samsung
samsung galaxy j7 prime,800000,32,5.5,13,3300,8,Lightly used,android,samsung
samsung galaxy j7 prime,1400000,32,5.5,13,3300,8,Like new,android,samsung
samsung galaxy j7 prime,1500000,32,5.5,13,3300,8,Well used,android,samsung
samsung galaxy j7+,1000000,32,5.5,13,3000,16,Well used,android,samsung
samsung galaxy m12,550000,32,6.5,48,6000,8,Well used,android,samsung
samsung galaxy m12,650000,64,6.5,48,6000,8,Well used,android,samsung
samsung galaxy m20,3000000,32,6.3,13,5000,8,Well used,android,samsung
samsung galaxy m20,1000000,64,6.3,13,5000,8,Well used,android,samsung
samsung galaxy m21,900000,64,6.4,48,6000,20,Well used,android,samsung
samsung galaxy m23,7600000,128,6.6,50,5000,8,Like new,android,samsung
samsung galaxy m30,700000,64,6.4,13,5000,16,Heavily used,android,samsung
samsung galaxy m30s,1300000,64,6.4,48,6000,16,Lightly used,android,samsung
samsung galaxy m32,3350000,128,6.4,64,6000,20,Lightly used,android,samsung
samsung galaxy note 10,2350000,256,6.3,12,3500,10,Well used,android,samsung
samsung galaxy note 10,10500000,256,6.3,12,3500,10,Lightly used,android,samsung
samsung galaxy note 10,5750000,256,6.3,12,3500,10,Like new,android,samsung
samsung galaxy note 10,2100000,256,6.3,12,3500,10,Like new,android,samsung
samsung galaxy note 10,1400000,256,6.3,12,3500,10,Lightly used,android,samsung
samsung galaxy note 10,5500000,256,6.3,12,3500,10,Well used,android,samsung
samsung galaxy note 10,4200000,256,6.3,12,3500,10,Like new,android,samsung
samsung galaxy note 10,1670000,256,6.3,12,3500,10,Well used,android,samsung
samsung galaxy note 20,8000000,256,6.7,12,4300,10,Well used,android,samsung
samsung galaxy note 20,4400000,256,6.7,12,4300,10,Well used,android,samsung
samsung galaxy note 20,1200000,256,6.7,12,4300,10,Lightly used,android,samsung
samsung galaxy note 20,3000000,256,6.7,12,4300,10,Like new,android,samsung
samsung galaxy note 20,3000000,256,6.7,12,4300,10,Like new,android,samsung
samsung galaxy note 20,5300000,128,6.7,12,4300,10,Like new,android,samsung
samsung galaxy note 20,3500000,256,6.7,12,4300,10,Well used,android,samsung
samsung galaxy note 20,4200000,256,6.7,12,4300,10,Lightly used,android,samsung
samsung galaxy note 20,4200000,256,6.7,12,4300,10,Like new,android,samsung
samsung galaxy note 20,1980000,256,6.7,12,4300,10,Like new,android,samsung
samsung galaxy note 20,11500000,256,6.7,12,4300,10,Like new,android,samsung
samsung galaxy note 20,1850000,256,6.7,12,4300,10,Lightly used,android,samsung
samsung galaxy note 20,5000000,128,6.7,12,4300,10,Well used,android,samsung
samsung galaxy note 20,2800000,256,6.7,12,4300,10,Lightly used,android,samsung
samsung galaxy note 20,4000000,256,6.7,12,4300,10,Lightly used,android,samsung
samsung galaxy note 20,2600000,256,6.7,12,4300,10,Like new,android,samsung
samsung galaxy note 20,1480000,256,6.7,12,4300,10,Lightly used,android,samsung
samsung galaxy note 20,1000000,256,6.7,12,4300,10,Like new,android,samsung
samsung galaxy note 20,6500000,256,6.7,12,4300,10,Lightly used,android,samsung
samsung galaxy note 20,8799000,256,6.7,12,4300,10,Like new,android,samsung
samsung galaxy note 20,6850000,256,6.7,12,4300,10,Well used,android,samsung
samsung galaxy note 3,1500000,64,5.7,13,3200,2,Well used,android,samsung
samsung galaxy note 8,1900000,64,6.3,12,3300,8,Heavily used,android,samsung
samsung galaxy note 8,1200000,64,6.3,12,3300,8,Well used,android,samsung
samsung galaxy note 8,1000000,64,6.3,12,3300,8,Like new,android,samsung
samsung galaxy note 8,1800000,64,6.3,12,3300,8,Like new,android,samsung
samsung galaxy note 8,1000000,64,6.3,12,3300,8,Well used,android,samsung
samsung galaxy note 8,1300000,64,6.3,12,3300,8,Like new,android,samsung
samsung galaxy note 9,2800000,128,6.4,12,4000,8,Lightly used,android,samsung
samsung galaxy note 9,850000,128,6.4,12,4000,8,Well used,android,samsung
samsung galaxy note 9,3500000,128,6.4,12,4000,8,Lightly used,android,samsung
samsung galaxy note 9,7000000,128,6.4,12,4000,8,Like new,android,samsung
samsung galaxy note 9,3000000,128,6.4,12,4000,8,Like new,android,samsung
samsung galaxy note 9,9000000,128,6.4,12,4000,8,Like new,android,samsung
samsung galaxy s10,2600000,128,6.1,12,3400,10,Like new,android,samsung
samsung galaxy s10,6850000,128,6.1,12,3400,10,Like new,android,samsung
samsung galaxy s10,6900000,128,6.1,12,3400,10,Like new,android,samsung
samsung galaxy s10,5500000,128,6.1,12,3400,10,Lightly used,android,samsung
samsung galaxy s10,7950000,128,6.1,12,3400,10,Like new,android,samsung
samsung galaxy s10,8000000,128,6.1,12,3400,10,Lightly used,android,samsung
samsung galaxy s10,15000000,128,6.1,12,3400,10,Like new,android,samsung
samsung galaxy s10,8000000,128,6.1,12,3400,10,Like new,android,samsung
samsung galaxy s10+,4500000,128,6.4,12,4100,10,Like new,android,samsung
samsung galaxy s20,3500000,128,6.2,12,4000,10,Lightly used,android,samsung
samsung galaxy s20,5150000,256,6.2,12,4000,10,Like new,android,samsung
samsung galaxy s20,5500000,128,6.2,12,4000,10,Well used,android,samsung
samsung galaxy s20,3850000,128,6.2,12,4000,10,Lightly used,android,samsung
samsung galaxy s20,6400000,128,6.2,12,4000,10,Like new,android,samsung
samsung galaxy s20,4000000,128,6.2,12,4000,10,Lightly used,android,samsung
samsung galaxy s20,21000000,128,6.2,12,4000,10,Like new,android,samsung
samsung galaxy s20,1900000,128,6.2,12,4000,10,Like new,android,samsung
samsung galaxy s20,4500000,128,6.2,12,4000,10,Well used,android,samsung
samsung galaxy s20,9000000,128,6.2,12,4000,10,Well used,android,samsung
samsung galaxy s20,4250000,128,6.2,12,4000,10,Like new,android,samsung
samsung galaxy s20+,12400000,128,6.7,12,4500,10,Like new,android,samsung
samsung galaxy s21,7800000,128,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,2200000,256,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,3800000,128,6.7,12,4000,10,Lightly used,android,samsung
samsung galaxy s21,6400000,256,6.7,12,4000,10,Lightly used,android,samsung
samsung galaxy s21,20000000,256,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,2500000,256,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,1900000,256,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,13299000,256,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,2200000,256,6.7,12,4000,10,Well used,android,samsung
samsung galaxy s21,2500000,256,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,4500000,256,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,6000000,256,6.7,12,4000,10,Well used,android,samsung
samsung galaxy s21,3000000,256,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,1850000,256,6.7,12,4000,10,Like new,android,samsung
samsung galaxy s21,7500000,256,6.7,12,4000,10,Like new,android,samsung
